ID,usd_goal_real,diff_days,deadline_year,deadline_month,deadline_day,deadline_weekday,launched_year,launched_month,launched_day,launched_weekday,launched_hour,country_recoded,main_category_recoded,subcategory_recoded,name_length,recoded_target
1454207833,30000.0,30,2016,6,15,2,2016,5,16,0,7,22,0,10,14.0,0
1079672057,5600.0,60,2017,8,4,4,2017,6,5,0,4,22,6,5,41.0,0
848830499,5000.0,30,2015,6,21,6,2015,5,22,4,21,22,9,146,55.0,0
393339571,4607.23,26,2016,8,1,0,2016,7,6,2,0,3,8,136,11.0,0
1106979240,300.0,30,2014,9,28,6,2014,8,29,4,1,22,10,125,28.0,1
240299672,1250.0,53,2012,3,30,4,2012,2,6,0,20,22,6,129,9.0,1
414779774,2500.0,17,2013,1,15,1,2012,12,29,5,2,22,10,90,27.0,0
485649963,1000.0,27,2014,12,31,2,2014,12,4,3,17,22,3,99,14.0,1
1424775078,3000.0,45,2015,8,17,0,2015,7,3,4,19,22,10,30,27.0,1
610240380,11153.99,30,2016,6,3,4,2016,5,4,2,20,17,8,136,57.0,0
848621777,15961.99,14,2016,11,30,2,2016,11,16,2,20,5,4,113,35.0,0
78525656,10000.0,30,2014,11,15,5,2014,10,16,3,1,22,2,154,15.0,0
1799491078,10000.0,30,2012,10,25,3,2012,9,25,1,17,22,14,141,30.0,0
2096736181,8500.0,49,2013,3,1,4,2013,1,11,4,21,22,10,90,35.0,1
756002749,540.4,37,2016,1,21,3,2015,12,15,1,16,17,12,19,59.0,1
788224211,300.0,30,2014,6,15,6,2014,5,16,4,19,22,5,7,21.0,0
486706492,4000.0,29,2014,10,21,1,2014,9,22,0,18,22,7,51,14.0,0
551676144,20000.0,48,2016,3,1,1,2016,1,13,2,21,22,7,58,34.0,0
1351044654,5324.98,57,2017,2,15,2,2016,12,20,1,1,17,11,97,36.0,0
688919524,5000.0,33,2011,12,7,2,2011,11,4,4,7,22,12,11,54.0,0
862798099,3500.0,30,2013,3,27,2,2013,2,25,0,16,22,3,36,59.0,1
403364525,12000.0,33,2015,11,11,2,2015,10,9,4,5,22,7,59,60.0,1
571335892,10000.0,60,2017,2,28,1,2016,12,30,4,19,22,5,7,8.0,0
1558811623,10000.0,90,2010,11,22,0,2010,8,24,1,8,22,6,55,37.0,0
1308897780,35000.0,30,2017,6,12,0,2017,5,13,5,20,22,12,95,27.0,0
875264422,5000.0,48,2015,6,18,3,2015,5,1,4,15,22,0,87,13.0,0
357923229,500.0,30,2016,3,2,2,2016,2,1,0,6,22,4,113,46.0,1
769540185,10000.0,30,2012,8,22,2,2012,7,23,0,19,22,12,19,28.0,0
1160535226,1500.0,31,2013,3,15,4,2013,2,12,1,20,22,12,115,52.0,0
502402224,1500.0,30,2015,10,25,6,2015,9,25,4,2,22,6,24,45.0,0
1581094221,1000.0,45,2013,3,22,4,2013,2,5,1,21,22,10,125,30.0,0
930592500,2000.0,30,2013,3,24,6,2013,2,22,4,2,22,0,87,17.0,0
1317395387,2000.0,30,2012,11,2,4,2012,10,3,2,3,22,11,104,37.0,0
189120766,54000.17,45,2015,5,10,6,2015,3,26,3,18,3,7,59,4.0,0
1059507407,6000.0,22,2010,5,7,4,2010,4,15,3,17,22,14,141,27.0,1
1570204449,1000.0,30,2012,12,28,4,2012,11,28,2,1,22,10,125,48.0,1
1554322549,113.37,50,2015,12,31,3,2015,11,11,2,22,18,6,39,14.0,0
671090856,165755.0,30,2016,4,23,5,2016,3,24,3,1,22,7,123,36.0,0
1740963176,70000.0,57,2012,10,4,3,2012,8,8,2,2,22,6,39,38.0,0
2129505780,25000.0,60,2015,6,26,4,2015,4,27,0,7,22,5,60,22.0,0
1832484577,3000.0,15,2016,6,15,2,2016,5,31,1,17,22,0,10,49.0,0
1439554496,5000.0,30,2010,11,28,6,2010,10,29,4,15,22,6,39,52.0,1
336994835,5500.0,45,2015,4,25,5,2015,3,11,2,3,22,10,23,54.0,1
1065285257,2000.0,30,2015,7,30,3,2015,6,30,1,19,22,1,26,6.0,0
713434138,10000.0,40,2014,6,19,3,2014,5,10,5,0,22,10,68,29.0,0
2032949672,50000.0,41,2015,12,20,6,2015,11,9,0,16,22,13,149,55.0,0
1581034424,3300.0,40,2014,12,31,2,2014,11,21,4,18,22,12,19,58.0,1
707405520,5000.0,30,2012,7,1,6,2012,6,1,4,4,22,0,28,59.0,0
264642887,30000.0,30,2015,11,6,4,2015,10,7,2,16,22,13,149,55.0,1
2067718205,11000.0,68,2010,9,11,5,2010,7,5,0,21,22,6,129,10.0,0
2146732039,53000.0,55,2012,12,30,6,2012,11,5,0,6,22,12,19,47.0,0
942971061,22000.0,22,2016,12,10,5,2016,11,18,4,17,22,3,99,28.0,0
1816026278,1500.0,55,2013,7,16,1,2013,5,22,2,18,22,10,30,15.0,0
434123837,1889.93,30,2015,4,18,5,2015,3,19,3,14,9,7,130,27.0,1
990035915,2000.0,31,2014,6,16,0,2014,5,16,4,18,22,12,19,41.0,0
1467943371,38000.0,60,2014,12,7,6,2014,10,8,2,1,22,0,96,31.0,0
64912113,8000.64,60,2017,10,8,6,2017,8,9,2,6,3,5,52,11.0,0
2137709055,5000.0,45,2012,5,11,4,2012,3,27,1,14,22,12,54,35.0,0
1738029401,3500.0,30,2016,12,1,3,2016,11,1,1,2,22,1,25,21.0,0
1205533158,1500.0,30,2013,12,18,2,2013,11,18,0,17,22,4,113,54.0,0
1856834203,5000.0,30,2012,8,4,5,2012,7,5,3,23,22,6,129,32.0,0
15617273,10000.0,24,2016,11,10,3,2016,10,17,0,1,22,5,7,21.0,0
470971713,400.0,11,2016,5,15,6,2016,5,4,2,22,22,10,90,54.0,1
2086718213,3000.0,30,2015,5,24,6,2015,4,24,4,19,22,13,138,10.0,0
709778423,8560.03,25,2014,7,5,5,2014,6,10,1,20,9,0,10,26.0,0
579231766,600.0,30,2015,3,29,6,2015,2,27,4,15,22,7,51,28.0,1
1312810727,1000.0,30,2012,4,27,4,2012,3,28,2,0,22,10,72,45.0,1
1995449346,10000.0,14,2015,1,31,5,2015,1,17,5,22,22,8,136,15.0,1
571709005,1000.0,30,2017,12,14,3,2017,11,14,1,10,22,13,149,57.0,1
1087899927,65967.73,30,2016,1,23,5,2015,12,24,3,4,3,6,39,20.0,0
381589877,2000.0,22,2015,8,13,3,2015,7,22,2,2,22,10,23,26.0,1
1565591725,8000.0,55,2011,9,5,0,2011,7,12,1,4,22,10,125,12.0,1
964838896,1000.0,42,2011,6,3,4,2011,4,22,4,8,22,3,36,57.0,1
1248693953,2500.0,16,2012,6,9,5,2012,5,24,3,4,22,0,114,18.0,1
1280356321,12689.15,15,2017,9,2,5,2017,8,18,4,17,4,10,42,7.0,0
923178380,15000.0,30,2017,10,1,6,2017,9,1,4,18,22,8,106,15.0,0
1725180340,6500.0,60,2012,2,13,0,2011,12,15,3,21,22,6,129,26.0,0
899315360,10000.0,60,2012,6,5,1,2012,4,6,4,5,22,6,39,8.0,0
260265310,16409.31,40,2014,1,6,0,2013,11,27,2,13,9,8,148,52.0,0
1613453401,3000.0,30,2016,8,25,3,2016,7,26,1,6,22,12,1,19.0,1
1585160305,650.0,30,2017,3,26,6,2017,2,24,4,2,22,10,109,51.0,0
1272754878,3158.56,40,2015,4,7,1,2015,2,26,3,0,3,6,39,14.0,0
986399543,5500.0,30,2012,7,3,1,2012,6,3,6,9,22,12,54,45.0,0
2028305399,15000.0,29,2015,10,30,4,2015,10,1,3,13,22,12,11,57.0,1
1676953905,2750.0,32,2013,1,5,5,2012,12,4,1,17,22,10,23,16.0,1
241295713,36000.0,40,2017,8,6,6,2017,6,27,1,23,22,10,90,60.0,0
501585731,25000.0,30,2015,11,5,3,2015,10,6,1,17,22,3,155,30.0,0
76400307,4000.0,21,2015,8,11,1,2015,7,21,1,18,22,3,36,21.0,1
1939944150,35000.0,30,2012,9,26,2,2012,8,27,0,6,22,0,128,53.0,0
217071849,55000.0,30,2017,4,30,6,2017,3,31,4,17,22,13,61,23.0,0
541429703,6000.0,15,2015,1,20,1,2015,1,5,0,22,22,13,132,60.0,0
387533586,3500.0,20,2011,9,1,3,2011,8,12,4,14,22,5,52,33.0,1
628285963,64000.0,32,2013,10,9,2,2013,9,7,5,3,22,10,72,60.0,0
894728348,77879.19,30,2015,7,30,3,2015,6,30,1,11,9,13,8,51.0,1
50714045,775.13,28,2016,6,11,5,2016,5,14,5,23,3,10,30,52.0,1
980019524,70000.0,30,2017,6,9,4,2017,5,10,2,14,22,13,61,53.0,1
304931094,66000.0,60,2014,9,30,1,2014,8,1,4,21,22,6,93,16.0,0
1171444783,40000.0,91,2011,6,6,0,2011,3,7,0,18,22,6,39,59.0,0
590235917,1450.0,30,2016,12,22,3,2016,11,22,1,5,22,8,62,51.0,1
1022185493,30000.0,45,2016,2,12,4,2015,12,29,1,17,22,13,0,10.0,0
2129424527,20000.0,60,2015,4,19,6,2015,2,18,2,22,22,5,7,46.0,1
1791762055,1200.0,21,2013,4,26,4,2013,4,5,4,15,22,10,75,36.0,1
104304631,8250.0,33,2011,10,24,0,2011,9,21,2,19,22,6,129,18.0,1
520793356,2550.97,30,2016,11,17,3,2016,10,18,1,12,12,14,107,39.0,1
963409839,5000.0,30,2012,8,31,4,2012,8,1,2,20,22,4,113,10.0,1
632644287,5000.0,30,2012,3,14,2,2012,2,13,0,16,22,6,93,9.0,0
124384943,1500.0,26,2013,9,24,1,2013,8,29,3,15,22,0,10,56.0,0
1271807738,4013.22,60,2017,12,15,4,2017,10,16,0,2,9,4,65,44.0,0
2012253195,10000.0,30,2013,3,22,4,2013,2,20,2,3,22,10,109,50.0,0
1211336585,192344.68,30,2014,10,17,4,2014,9,17,2,10,17,7,41,59.0,0
731062269,20000.0,32,2016,4,15,4,2016,3,14,0,15,22,4,74,58.0,1
2088673728,22000.0,41,2013,12,2,0,2013,10,22,1,6,22,12,100,20.0,1
370826838,66146.48,30,2016,12,18,6,2016,11,18,4,0,9,3,36,24.0,0
1756815830,2000.0,30,2011,3,21,0,2011,2,19,5,1,22,0,10,11.0,1
1109722172,1200.0,17,2013,3,21,3,2013,3,4,0,22,22,10,72,38.0,1
806834333,1496957.09,60,2015,12,25,4,2015,10,26,0,18,5,8,148,21.0,0
1661688655,1519.06,30,2016,10,8,5,2016,9,8,3,4,3,2,32,54.0,0
1351984139,1823.38,30,2017,3,5,6,2017,2,3,4,16,9,7,29,48.0,0
227297954,3200.0,30,2012,8,5,6,2012,7,6,4,14,22,10,156,47.0,0
409281209,30000.0,30,2016,7,16,5,2016,6,16,3,1,22,5,7,53.0,1
305403191,5000.0,30,2012,4,28,5,2012,3,29,3,0,22,8,148,33.0,0
190394856,2500.0,30,2013,12,16,0,2013,11,16,5,5,22,12,54,38.0,0
1501386430,3500.0,30,2014,3,15,5,2014,2,13,3,21,22,7,58,24.0,1
390061239,6000.0,30,2017,2,15,2,2017,1,16,0,1,22,12,54,42.0,0
554638760,5000.0,30,2014,7,30,2,2014,6,30,0,22,22,0,73,21.0,1
383148811,596.4,16,2015,12,23,2,2015,12,7,0,1,9,8,88,11.0,0
1669078592,5500.0,31,2015,5,2,5,2015,4,1,2,17,22,10,75,44.0,1
696743393,2177.7,30,2014,1,25,5,2013,12,26,3,4,1,12,115,22.0,1
925005826,3500.0,30,2013,12,15,6,2013,11,15,4,14,22,10,109,39.0,1
1853070358,40000.0,30,2017,8,25,4,2017,7,26,2,17,22,0,96,13.0,0
449283653,1750.0,10,2014,8,11,0,2014,8,1,4,3,22,12,19,19.0,1
1546366843,4558.3,32,2014,1,11,5,2013,12,10,1,2,3,10,68,48.0,0
763631681,5000.0,30,2015,2,18,2,2015,1,19,0,2,22,5,60,45.0,0
1794559489,377.4,30,2016,12,4,6,2016,11,4,4,9,9,4,65,39.0,1
1463361880,1000.0,30,2017,11,1,2,2017,10,2,0,18,22,4,113,36.0,0
24404556,15000.0,40,2015,11,18,2,2015,10,9,4,1,22,10,90,43.0,1
94103642,396.42,14,2017,9,7,3,2017,8,24,3,16,9,6,129,29.0,1
659140921,12000.0,60,2015,11,3,1,2015,9,4,4,15,22,7,41,41.0,0
1174225701,1000.0,30,2011,12,21,2,2011,11,21,0,18,22,0,10,49.0,0
777628434,13000.0,36,2016,1,26,1,2015,12,21,0,14,22,13,138,40.0,0
558902784,3500.0,30,2017,1,5,3,2016,12,6,1,19,22,7,50,52.0,0
15902912,20000.0,30,2014,2,27,3,2014,1,28,1,0,22,7,58,47.0,0
1511848900,2146.44,30,2016,3,29,1,2016,2,28,6,0,9,10,42,13.0,0
1635685915,18000.0,30,2013,10,7,0,2013,9,7,5,1,22,12,54,34.0,0
896318164,2703.14,30,2017,10,5,3,2017,9,5,1,23,15,6,45,14.0,1
263895445,10600.48,30,2014,9,20,5,2014,8,21,3,12,9,13,151,7.0,0
846467651,50000.0,30,2014,2,14,4,2014,1,15,2,16,22,6,55,11.0,0
1054989407,6500.0,30,2012,7,26,3,2012,6,26,1,0,22,12,54,59.0,0
1992571804,10000.0,43,2014,1,1,2,2013,11,19,1,1,22,10,125,17.0,0
1549472372,20000.0,41,2011,4,23,5,2011,3,13,6,7,22,4,37,19.0,0
130956318,12000.0,24,2012,5,20,6,2012,4,26,3,22,22,6,55,18.0,0
219216081,13000.0,60,2015,6,14,6,2015,4,15,2,23,22,13,151,13.0,0
1380680880,1600.0,30,2014,9,19,4,2014,8,20,2,20,22,2,79,58.0,1
328176423,3353.9,30,2017,12,4,0,2017,11,4,5,14,9,11,103,19.0,0
153758017,782.95,30,2015,7,4,5,2015,6,4,3,0,5,5,76,56.0,0
1553209674,122555.03,60,2014,9,18,3,2014,7,20,6,16,9,6,5,55.0,0
1505821360,8372.9,32,2015,10,30,4,2015,9,28,0,21,8,12,115,60.0,1
1383565386,15838.32,30,2015,6,18,3,2015,5,19,1,18,9,10,90,22.0,0
1293673673,28000.0,30,2017,11,1,2,2017,10,2,0,2,22,12,157,16.0,0
877336450,1500.0,30,2014,5,27,1,2014,4,27,6,22,22,10,125,39.0,0
1774483899,2000.0,30,2011,1,10,0,2010,12,11,5,21,22,6,153,5.0,0
896934278,2000.0,30,2016,12,1,3,2016,11,1,1,13,22,12,115,52.0,1
835325561,213.82,7,2017,3,31,4,2017,3,24,4,1,2,9,151,34.0,0
2050264624,5000.0,30,2015,8,31,0,2015,8,1,5,18,22,6,93,10.0,0
1681212460,1570.94,20,2015,5,12,1,2015,4,22,2,23,9,3,99,56.0,0
678318649,100000.0,30,2017,7,12,2,2017,6,12,0,19,22,13,151,59.0,0
1312294633,6662.85,31,2016,9,9,4,2016,8,9,1,12,9,8,136,33.0,1
1260495204,12000.0,53,2016,6,5,6,2016,4,13,2,19,22,3,134,57.0,1
1981227211,15000.0,30,2013,3,16,5,2013,2,14,3,2,22,5,52,14.0,1
946742547,1538.0,7,2017,12,11,0,2017,12,4,0,18,22,7,130,57.0,1
1993601907,14318.13,31,2016,7,17,6,2016,6,16,3,12,7,7,41,19.0,0
499170933,1500.0,30,2011,6,23,3,2011,5,24,1,1,22,1,26,54.0,1
800511011,10000.0,35,2013,6,6,3,2013,5,2,3,0,22,8,136,56.0,1
1896939915,8000.0,30,2012,12,12,2,2012,11,12,0,17,22,2,32,22.0,0
1908141707,1000.0,24,2017,12,7,3,2017,11,13,0,15,22,0,96,50.0,0
596471579,6570.0,35,2013,8,16,4,2013,7,12,4,19,22,0,114,22.0,0
1454657734,1000.0,60,2016,9,5,0,2016,7,7,3,1,22,12,95,30.0,0
2059744469,2000.0,30,2013,5,8,2,2013,4,8,0,17,22,10,125,53.0,1
1437066329,4000.0,45,2014,3,13,3,2014,1,27,0,21,22,10,86,26.0,1
111894781,4747.59,30,2017,10,13,4,2017,9,13,2,1,15,6,129,14.0,0
243966322,12000.0,31,2012,4,29,6,2012,3,29,3,21,22,5,52,53.0,0
713072294,5500.0,32,2015,8,12,2,2015,7,11,5,2,22,14,107,11.0,1
1626234194,20000.0,30,2017,7,13,3,2017,6,13,1,22,22,13,61,24.0,0
1241622898,5377.68,35,2017,9,6,2,2017,8,2,2,15,3,4,113,37.0,1
1753203314,3000.0,60,2014,9,15,0,2014,7,17,3,21,22,6,39,45.0,0
1645670792,49812.0,15,2015,6,17,2,2015,6,2,1,18,22,12,115,59.0,0
798833341,4000.0,60,2012,1,2,0,2011,11,3,3,13,22,12,54,41.0,1
1301289762,22174.92,40,2014,10,28,1,2014,9,18,3,17,3,5,7,23.0,1
1646396125,606.43,30,2016,10,1,5,2016,9,1,3,0,1,5,76,34.0,0
1360250362,3512.53,30,2017,5,28,6,2017,4,28,4,21,3,8,148,48.0,0
607501379,12000.0,30,2012,12,8,5,2012,11,8,3,8,22,10,30,44.0,1
486577400,3900.0,25,2017,9,16,5,2017,8,22,1,1,22,0,10,15.0,1
1933187271,17500.0,21,2012,9,24,0,2012,9,3,0,16,22,14,141,39.0,0
1568074579,5835.49,31,2016,10,11,1,2016,9,10,5,22,3,6,5,36.0,0
1786816044,9520.0,30,2015,9,13,6,2015,8,14,4,8,22,8,106,33.0,1
488985201,10000.0,30,2014,6,8,6,2014,5,9,4,23,22,10,72,38.0,0
182472208,2200.0,35,2012,2,8,2,2012,1,4,2,15,22,10,90,54.0,1
2105212756,20000.0,45,2011,10,28,4,2011,9,13,1,5,22,6,39,36.0,0
789368347,1250.0,30,2014,3,22,5,2014,2,20,3,1,22,5,52,54.0,0
458855520,400.0,37,2011,4,22,4,2011,3,16,2,20,22,10,90,32.0,1
432380565,6300.0,57,2016,4,30,5,2016,3,4,4,10,22,1,66,30.0,0
105290108,18000.0,21,2015,8,12,2,2015,7,22,2,23,22,5,7,56.0,1
230299831,10000.0,30,2012,2,15,2,2012,1,16,0,5,22,8,148,50.0,0
663185016,8000.0,30,2013,6,16,6,2013,5,17,4,1,22,12,19,32.0,1
863384809,30000.0,30,2015,11,12,3,2015,10,13,1,19,22,12,120,27.0,0
823982751,60000.0,60,2014,11,9,6,2014,9,10,2,22,22,4,113,56.0,0
517326670,2400.0,30,2013,6,8,5,2013,5,9,3,16,22,7,58,8.0,0
1244987519,5000.0,30,2015,7,9,3,2015,6,9,1,22,22,10,68,21.0,0
22403981,25000.0,30,2014,7,31,3,2014,7,1,1,0,22,12,19,41.0,0
2080806221,5000.0,30,2016,9,26,0,2016,8,27,5,20,22,13,8,25.0,0
1271038268,3000.0,29,2013,6,1,5,2013,5,3,4,23,22,10,72,55.0,1
1482152587,15000.0,60,2013,7,17,2,2013,5,18,5,0,22,10,30,28.0,0
1652764714,7500.0,23,2012,9,17,0,2012,8,25,5,0,22,4,65,34.0,0
1797985195,4500.0,30,2014,4,17,3,2014,3,18,1,0,22,6,55,42.0,0
1385129076,1500.0,15,2013,7,24,2,2013,7,9,1,2,22,7,58,50.0,0
1369362138,2000.0,30,2013,9,19,3,2013,8,20,1,18,22,10,72,26.0,1
2086387439,9000.0,30,2015,10,25,6,2015,9,25,4,0,22,12,19,40.0,1
1003500295,2449.87,28,2016,12,20,1,2016,11,22,1,10,9,11,103,5.0,1
547116617,2500.0,8,2011,11,9,2,2011,11,1,1,22,22,10,109,9.0,0
1200852312,700.0,30,2017,6,30,4,2017,5,31,2,1,22,12,120,37.0,0
623617642,1100.0,31,2011,8,1,0,2011,7,1,4,0,22,12,108,37.0,0
606434464,19999.0,59,2011,5,21,5,2011,3,23,2,18,22,6,39,60.0,0
1284004283,1250.0,30,2015,4,12,6,2015,3,13,4,20,22,0,28,29.0,0
1837629415,11000.0,30,2014,10,22,2,2014,9,22,0,23,22,5,7,49.0,1
1010293569,3500.0,30,2017,1,11,2,2016,12,12,0,23,22,6,5,15.0,0
1966149044,1611.94,30,2012,12,8,5,2012,11,8,3,12,9,14,141,13.0,1
1070569691,42000.0,30,2014,6,13,4,2014,5,14,2,19,22,6,39,48.0,1
642881253,3210.07,30,2013,10,4,4,2013,9,4,2,21,9,12,19,24.0,0
329496287,421.56,30,2014,5,7,2,2014,4,7,0,19,9,12,11,44.0,1
172302223,2500.0,30,2015,2,5,3,2015,1,6,1,3,22,7,130,45.0,1
809675281,13391.0,30,2015,4,17,4,2015,3,18,2,3,22,0,28,15.0,0
948065223,60000.0,41,2016,3,29,1,2016,2,17,2,1,22,13,138,57.0,1
108274481,5000.0,30,2012,12,26,2,2012,11,26,0,0,22,12,19,38.0,1
220573251,8888.0,34,2015,5,11,0,2015,4,7,1,14,22,12,95,41.0,1
323009395,5000.0,30,2017,2,22,2,2017,1,23,0,19,22,6,129,7.0,1
51320043,500.0,30,2013,5,30,3,2013,4,30,1,1,22,10,90,36.0,1
560850134,6778.0,37,2012,4,16,0,2012,3,10,5,2,22,6,55,34.0,1
760484475,2500.0,30,2013,6,8,5,2013,5,9,3,23,22,10,72,13.0,1
905480275,3000.0,30,2016,3,2,2,2016,2,1,0,16,22,12,54,22.0,0
1922959028,2000.0,30,2013,7,29,0,2013,6,29,5,7,22,0,128,40.0,1
96463911,188.32,30,2017,2,19,6,2017,1,20,4,0,9,6,5,50.0,1
623229685,24000.0,46,2014,1,3,4,2013,11,18,0,23,22,6,93,8.0,0
1511103019,10000.0,29,2013,3,11,0,2013,2,10,6,2,22,4,113,53.0,0
1887821834,25.0,30,2014,8,7,3,2014,7,8,1,21,22,7,58,9.0,0
1838256028,12000.0,30,2015,4,3,4,2015,3,4,2,0,22,10,119,16.0,0
664006852,2607.68,30,2016,3,13,6,2016,2,12,4,16,9,0,96,50.0,0
461638737,100000.0,30,2012,5,28,0,2012,4,28,5,2,22,6,39,29.0,0
1819393079,5000.0,30,2011,9,4,6,2011,8,5,4,22,22,10,90,49.0,0
1142372498,2000.0,33,2011,6,22,2,2011,5,20,4,8,22,0,28,15.0,0
1449633527,5000.0,35,2013,11,13,2,2013,10,9,2,1,22,12,54,42.0,0
6303857,30000.0,44,2015,6,1,0,2015,4,18,5,16,22,6,39,44.0,0
1032064560,5000.0,30,2017,3,8,2,2017,2,6,0,2,22,8,106,56.0,0
974138597,1946.89,30,2017,8,11,4,2017,7,12,2,14,9,14,53,25.0,0
2044560714,21000.0,31,2015,11,29,6,2015,10,29,3,22,22,4,113,34.0,0
1629343796,3000.0,30,2014,2,16,6,2014,1,17,4,17,22,4,37,43.0,0
2076484527,26274.3,30,2016,3,20,6,2016,2,19,4,13,1,8,106,41.0,0
1971491686,200000.0,45,2014,11,15,5,2014,10,1,2,5,22,4,113,44.0,0
1447062964,18000.0,45,2012,12,16,6,2012,11,1,3,1,22,6,93,22.0,0
975492998,400.0,25,2012,8,18,5,2012,7,24,1,19,22,11,104,14.0,0
2142537563,1200.0,30,2016,2,3,2,2016,1,4,0,17,22,8,106,30.0,0
1626984813,5000.0,30,2015,8,14,4,2015,7,15,2,22,22,12,157,31.0,0
1593636443,334.35,14,2014,2,25,1,2014,2,11,1,13,9,12,95,38.0,1
780217332,10000.0,32,2012,3,24,5,2012,2,21,1,16,22,10,23,49.0,1
1576944587,1500.0,30,2015,10,20,1,2015,9,20,6,21,22,13,8,16.0,0
1376446259,128085.7,60,2013,8,9,4,2013,6,10,0,9,9,13,67,53.0,0
1400717199,15000.0,30,2017,12,29,4,2017,11,29,2,16,22,13,8,27.0,0
1275596004,17485.0,36,2015,4,27,0,2015,3,22,6,5,22,13,0,55.0,0
1458699036,5391.42,30,2015,10,21,2,2015,9,21,0,13,9,12,19,33.0,0
184629361,5000.0,48,2012,8,26,6,2012,7,9,0,16,22,10,125,11.0,1
1564068108,110.0,31,2017,9,2,5,2017,8,2,2,21,22,5,52,28.0,1
1550667679,10000.0,30,2013,7,9,1,2013,6,9,6,14,22,6,129,11.0,1
718810129,1600.0,45,2011,7,16,5,2011,6,1,2,1,22,0,87,56.0,1
503925257,7707.13,30,2016,8,10,2,2016,7,11,0,19,3,8,88,31.0,0
1248203056,10000.0,45,2015,8,30,6,2015,7,16,3,22,22,6,129,28.0,0
809256685,1200.0,37,2012,9,7,4,2012,8,1,2,3,22,14,141,26.0,1
86571595,5000000.0,30,2015,10,17,5,2015,9,17,3,3,22,6,40,27.0,0
1971769326,20000.0,20,2015,6,10,2,2015,5,21,3,15,22,0,10,21.0,0
617110086,3800.0,30,2016,6,3,4,2016,5,4,2,20,22,12,19,20.0,0
1466202687,8000.0,50,2011,3,3,3,2011,1,12,2,8,22,10,125,37.0,1
1000007540,5000.0,30,2012,4,16,0,2012,3,17,5,3,22,10,90,49.0,0
288277400,2500.0,30,2014,12,25,3,2014,11,25,1,1,22,5,7,57.0,0
880889004,40000.0,30,2015,8,11,1,2015,7,12,6,18,22,8,136,29.0,0
525628479,20000.0,45,2017,4,17,0,2017,3,3,4,23,22,5,7,32.0,0
1620589005,2000.0,30,2015,11,26,3,2015,10,27,1,7,22,13,131,22.0,0
1335936053,5000.0,21,2012,6,21,3,2012,5,31,3,21,22,14,141,60.0,0
122854661,25000.0,60,2016,7,9,5,2016,5,10,1,4,22,13,8,29.0,0
1174435533,40000.0,30,2014,10,9,3,2014,9,9,1,18,22,12,95,22.0,0
533565360,7500.0,35,2012,9,11,1,2012,8,7,1,0,22,10,90,40.0,1
948142463,2617.6,30,2016,8,15,0,2016,7,16,5,14,9,14,134,31.0,0
1716651452,33120.0,46,2013,8,11,6,2013,6,26,2,18,22,6,39,12.0,1
1796537733,75426.16,25,2017,1,6,4,2016,12,12,0,5,3,13,8,53.0,0
2121050090,250.0,23,2010,12,2,3,2010,11,9,1,22,22,6,55,52.0,0
1412309723,20000.0,30,2012,10,12,4,2012,9,12,2,4,22,12,100,22.0,1
784915344,1000.0,16,2012,8,31,4,2012,8,15,2,23,22,10,90,45.0,0
934307095,2500.0,33,2014,6,1,6,2014,4,29,1,20,22,3,155,39.0,1
1837127372,650.0,20,2015,2,8,6,2015,1,19,0,20,22,6,40,14.0,0
1408077818,150.0,30,2012,2,8,2,2012,1,9,0,22,22,12,115,41.0,1
1473998369,20000.0,44,2016,2,15,0,2016,1,2,5,21,22,0,96,25.0,1
1589404990,1200.0,30,2014,9,17,2,2014,8,18,0,0,22,10,23,25.0,1
637878226,5000.0,30,2017,8,21,0,2017,7,22,5,7,22,6,39,59.0,0
663457081,27000.0,35,2012,7,27,4,2012,6,22,4,18,22,6,39,47.0,1
2145418394,106290.26,28,2017,2,6,0,2017,1,9,0,16,12,5,52,18.0,0
1780422642,50315.93,30,2014,9,3,2,2014,8,4,0,0,17,12,95,54.0,0
2014210591,4973.23,40,2014,8,16,5,2014,7,7,0,20,9,0,128,25.0,0
450744676,100000.0,40,2016,12,14,2,2016,11,4,4,12,22,4,113,29.0,0
1456046564,75000.0,30,2012,9,6,3,2012,8,7,1,6,22,12,95,47.0,0
1344053319,8507.26,30,2016,12,30,4,2016,11,30,2,18,6,8,88,25.0,0
450231854,5270.48,37,2016,12,24,5,2016,11,17,3,12,7,4,113,59.0,1
1623015969,2500.0,30,2015,12,9,2,2015,11,9,0,18,22,2,32,25.0,0
1030506468,20000.0,30,2013,5,31,4,2013,5,1,2,9,22,6,55,39.0,0
573389559,950.8,30,2017,11,30,3,2017,10,31,1,19,5,12,115,37.0,0
1770603002,1500.0,30,2016,11,9,2,2016,10,10,0,4,22,8,136,51.0,1
1677585358,25000.0,38,2014,10,23,3,2014,9,15,0,4,22,6,39,13.0,1
1329901004,6400.51,31,2017,10,9,0,2017,9,8,4,14,3,0,70,17.0,1
564340395,9923.63,30,2017,9,25,0,2017,8,26,5,7,3,8,136,23.0,0
33905608,20000.0,30,2015,12,5,5,2015,11,5,3,2,22,7,130,16.0,0
1134330172,2500.0,31,2014,5,1,3,2014,3,31,0,20,22,10,156,36.0,1
1418896772,777.73,30,2013,5,2,3,2013,4,2,1,20,9,12,108,48.0,1
214725496,1504.9,28,2017,5,15,0,2017,4,17,0,23,3,6,5,54.0,1
329506939,40000.0,90,2011,8,12,4,2011,5,14,5,0,22,6,93,44.0,0
