ID,usd_goal_real,diff_days,deadline_year,deadline_month,deadline_day,deadline_weekday,launched_year,launched_month,launched_day,launched_weekday,country_recoded,main_category_recoded,subcategory_recoded,name_length,recoded_target
1029109299,1050.0,55,2011,3,5,5,2011,1,9,6,22,10,156,37.0,1
1756389632,250.0,10,2014,7,30,2,2014,7,20,6,22,5,76,38.0,1
1793966791,3500.0,20,2016,6,1,2,2016,5,12,3,22,10,90,46.0,1
1735880388,13500.0,21,2017,5,31,2,2017,5,10,2,22,6,55,52.0,1
1902279961,5000.0,45,2015,1,23,4,2014,12,9,1,22,7,58,55.0,0
290609767,2396.82,45,2013,10,5,5,2013,8,21,2,9,0,70,49.0,0
1875522811,700.0,20,2012,2,26,6,2012,2,6,0,22,6,129,8.0,0
691607400,2361.19,30,2017,12,15,4,2017,11,15,2,7,6,39,13.0,0
1206674500,2494.87,30,2017,6,29,3,2017,5,30,1,15,12,115,19.0,0
336366257,2829.98,30,2017,9,14,3,2017,8,15,1,15,10,86,36.0,1
1590410939,1200.0,30,2011,12,7,2,2011,11,7,0,22,14,141,59.0,1
1487039325,9000.0,60,2015,6,12,4,2015,4,13,0,22,0,28,29.0,0
1207892835,20000.0,30,2012,11,10,5,2012,10,11,3,22,6,39,16.0,1
777171763,900.0,23,2012,2,25,5,2012,2,2,3,22,10,72,53.0,1
980518663,1500.0,60,2011,12,30,4,2011,10,31,0,22,6,129,11.0,0
1223020814,1989.88,30,2014,8,29,4,2014,7,30,2,9,7,41,22.0,0
349186473,7000.0,30,2011,10,12,2,2011,9,12,0,22,10,109,26.0,1
864247621,60000.0,45,2015,10,9,4,2015,8,25,1,22,13,67,39.0,1
1434842978,10000.0,29,2015,11,19,3,2015,10,21,2,22,5,52,16.0,1
133600891,17815.98,10,2016,6,25,5,2016,6,15,2,5,4,113,16.0,0
1615265464,550.0,30,2017,1,31,1,2017,1,1,6,22,0,128,26.0,0
916100294,2000.0,60,2013,8,19,0,2013,6,20,3,22,10,30,17.0,1
1108241202,6500.0,40,2011,1,4,1,2010,11,25,3,22,0,96,30.0,0
1878802621,9000.0,45,2011,6,11,5,2011,4,27,2,22,6,39,60.0,1
1000476123,100.0,30,2014,8,7,3,2014,7,8,1,22,7,58,16.0,0
1125399477,5000.0,60,2013,3,3,6,2013,1,2,2,22,7,58,34.0,1
1892452951,13037.98,30,2015,1,8,3,2014,12,9,1,18,5,7,37.0,0
1333526402,1500.0,61,2011,5,19,3,2011,3,19,5,22,10,125,37.0,1
1285264175,5000.0,30,2013,9,7,5,2013,8,8,3,22,10,42,32.0,0
1887006328,7165.38,60,2015,12,12,5,2015,10,13,1,3,13,61,28.0,0
1387331896,5000.0,24,2012,6,16,5,2012,5,23,2,22,6,39,17.0,0
580110352,1000.0,30,2014,10,1,2,2014,9,1,0,22,2,32,33.0,1
1660166470,2070.0,30,2013,4,4,3,2013,3,5,1,22,4,113,13.0,0
429389642,3553.0,34,2011,11,8,1,2011,10,5,2,22,6,55,44.0,1
242763868,25000.0,31,2017,5,26,4,2017,4,25,1,22,7,29,23.0,1
661157757,1500.0,49,2012,2,4,5,2011,12,17,5,22,6,55,57.0,1
582628190,25000.0,30,2017,6,16,4,2017,5,17,2,22,13,61,55.0,0
815251646,900.0,60,2016,7,1,4,2016,5,2,0,22,6,24,13.0,0
617894266,10000.0,46,2011,5,3,1,2011,3,18,4,22,12,19,55.0,0
1356203884,15000.0,40,2016,9,7,2,2016,7,29,4,22,5,7,57.0,0
229608594,7000.0,30,2013,2,24,6,2013,1,25,4,22,5,52,60.0,0
1822611117,24000.0,30,2016,8,26,4,2016,7,27,2,22,6,153,21.0,0
2080464918,12000.0,90,2010,9,29,2,2010,7,1,3,22,6,39,25.0,0
1075388988,8500.0,14,2017,10,17,1,2017,10,3,1,22,8,136,17.0,1
175365577,750.0,34,2013,5,15,2,2013,4,11,3,22,12,108,57.0,1
652821668,18736.42,45,2017,3,26,6,2017,2,9,3,3,6,39,42.0,1
889882409,3500.0,39,2010,7,26,0,2010,6,17,3,22,6,153,23.0,1
2032854948,50000.0,30,2013,12,9,0,2013,11,9,5,22,6,153,43.0,0
1864563592,2500.0,60,2015,11,18,2,2015,9,19,5,22,0,70,33.0,0
311400662,35978.99,30,2017,12,28,3,2017,11,28,1,5,5,7,40.0,0
306025578,20000.0,30,2016,9,20,1,2016,8,21,6,22,10,90,48.0,0
1697743089,250.0,20,2015,4,8,2,2015,3,19,3,22,6,153,13.0,1
944722049,1900.0,30,2012,9,12,2,2012,8,13,0,22,13,133,58.0,1
1188674277,500.0,25,2017,2,24,4,2017,1,30,0,22,8,136,58.0,1
235391298,3500.0,48,2010,9,2,3,2010,7,16,4,22,14,92,38.0,1
555525275,3000.0,28,2013,11,20,2,2013,10,23,2,22,4,113,31.0,0
1081355488,2500.0,46,2013,3,16,5,2013,1,29,1,22,6,55,27.0,0
1198999910,500.0,60,2015,2,24,1,2014,12,26,4,22,12,95,41.0,0
1067962580,8000.0,30,2017,12,17,6,2017,11,17,4,22,10,30,48.0,1
1042734767,5000.0,30,2014,7,4,4,2014,6,4,2,22,5,76,43.0,0
1536017735,13500.0,45,2013,8,12,0,2013,6,28,4,22,4,113,48.0,1
1700051924,5500.0,30,2014,8,14,3,2014,7,15,1,22,10,119,41.0,0
1493486003,500.0,30,2015,3,13,4,2015,2,11,2,22,7,59,12.0,0
1583535668,3000.0,30,2015,7,10,4,2015,6,10,2,22,12,82,26.0,1
1074488707,45000.0,30,2015,3,6,4,2015,2,4,2,22,12,54,57.0,0
1039782380,2500.0,30,2012,6,17,6,2012,5,18,4,22,0,10,28.0,0
1946925378,7500.0,30,2016,2,22,0,2016,1,23,5,22,10,30,59.0,1
138470143,5500.0,60,2014,2,5,2,2013,12,7,5,22,8,62,16.0,1
1248107980,3500.0,32,2017,1,14,5,2016,12,13,1,22,1,6,31.0,1
154381806,6306.27,38,2017,1,29,6,2016,12,22,3,9,12,19,49.0,0
1803588311,8365.68,35,2014,4,5,5,2014,3,1,5,9,1,44,40.0,1
1472086966,4000.0,30,2017,4,10,0,2017,3,11,5,22,13,131,57.0,0
1490266436,30.0,30,2014,8,23,5,2014,7,24,3,22,7,58,34.0,0
982570897,22000.0,30,2011,11,12,5,2011,10,13,3,22,6,39,32.0,0
1572709850,11000.0,66,2011,4,11,0,2011,2,4,4,22,8,148,18.0,0
398169616,30000.0,45,2015,10,10,5,2015,8,26,2,22,10,72,13.0,0
183149854,1500.0,30,2015,9,7,0,2015,8,8,5,22,8,136,30.0,1
420406133,1000.0,20,2015,2,16,0,2015,1,27,1,22,7,27,7.0,0
640413432,1250.0,14,2015,11,13,4,2015,10,30,4,22,6,129,3.0,1
773063262,5000.0,60,2011,6,1,2,2011,4,2,5,22,12,100,52.0,0
550804558,4000.0,30,2015,12,10,3,2015,11,10,1,22,6,5,15.0,1
1606594399,24000.0,30,2013,9,20,4,2013,8,21,2,22,7,58,49.0,0
2118485605,18000.0,21,2017,10,2,0,2017,9,11,0,22,8,106,29.0,1
538668130,1200.0,31,2013,10,22,1,2013,9,21,5,22,12,115,28.0,1
1351058449,6000.0,27,2011,11,1,1,2011,10,5,2,22,0,87,21.0,0
1299686729,2500.0,30,2017,2,16,3,2017,1,17,1,22,10,75,50.0,1
1154631851,3000.0,27,2013,8,7,2,2013,7,11,3,22,10,90,16.0,0
433739461,60000.0,40,2015,4,2,3,2015,2,21,5,22,13,138,39.0,0
2007827555,50000.0,30,2015,5,10,6,2015,4,10,4,22,6,91,15.0,0
1641086132,100000.0,45,2013,2,22,4,2013,1,8,1,22,12,115,43.0,0
892978259,5000.0,30,2015,11,12,3,2015,10,13,1,22,0,114,31.0,1
1348673260,10000.0,40,2017,5,15,0,2017,4,5,2,22,13,8,56.0,0
653147363,1500.0,60,2012,2,26,6,2011,12,28,2,22,10,125,46.0,1
122232434,1701.64,30,2016,4,15,4,2016,3,16,2,9,13,133,33.0,0
956026173,2900.0,30,2014,12,18,3,2014,11,18,1,22,4,37,9.0,0
1330357157,2000.0,30,2013,11,21,3,2013,10,22,1,22,6,129,6.0,1
1565439555,1000.0,20,2016,8,3,2,2016,7,14,3,22,12,115,39.0,0
195887550,8000.0,60,2011,12,10,5,2011,10,11,1,22,12,95,13.0,0
1625169656,550.0,30,2015,7,26,6,2015,6,26,4,22,12,54,47.0,0
878274496,20000.0,30,2015,2,27,4,2015,1,28,2,22,10,47,48.0,0
91616173,3124.82,18,2016,4,6,2,2016,3,19,5,11,14,107,34.0,1
1986600077,3946.33,39,2017,11,5,6,2017,9,27,2,3,4,113,40.0,0
208237867,28210.02,40,2016,4,10,6,2016,3,1,1,11,13,131,20.0,0
52362529,8000.0,28,2013,4,10,2,2013,3,13,2,22,8,136,49.0,0
262643173,16500.0,30,2012,6,21,3,2012,5,22,1,22,12,19,35.0,0
790977150,500.0,15,2013,11,15,4,2013,10,31,3,22,12,95,55.0,0
573935972,11500.0,30,2012,6,27,2,2012,5,28,0,22,6,129,9.0,0
1597312813,10000.0,32,2014,10,11,5,2014,9,9,1,22,4,113,60.0,1
614731648,268.0,24,2017,9,30,5,2017,9,6,2,22,5,2,24.0,1
1253850501,6455.26,35,2017,10,11,2,2017,9,6,2,20,4,113,43.0,1
343555417,6000.0,30,2012,10,14,6,2012,9,14,4,22,8,136,43.0,0
2135026943,3500.0,30,2011,8,31,2,2011,8,1,0,22,14,141,24.0,0
1699466106,5000.0,30,2015,1,11,6,2014,12,12,4,22,0,38,60.0,0
416394309,9000.0,30,2016,7,27,2,2016,6,27,0,22,12,115,47.0,1
1028599568,2000.0,30,2013,9,1,6,2013,8,2,4,22,10,156,42.0,0
1674883004,32000.0,15,2016,6,2,3,2016,5,18,2,22,5,2,60.0,1
836560953,6500.0,31,2014,11,15,5,2014,10,15,2,22,10,30,37.0,1
1428967153,10000.0,21,2016,2,22,0,2016,2,1,0,22,12,19,23.0,1
1545241194,60000.0,30,2014,11,15,5,2014,10,16,3,22,8,148,15.0,0
659127958,2000.0,34,2015,7,13,0,2015,6,9,1,22,10,30,56.0,1
1384762419,8000.0,21,2015,5,27,2,2015,5,6,2,22,10,109,25.0,1
1555569038,375.0,25,2015,9,26,5,2015,9,1,1,22,12,54,39.0,0
1020693166,65000.0,30,2016,8,22,0,2016,7,23,5,22,13,8,55.0,0
332303172,5500.0,30,2017,9,14,3,2017,8,15,1,22,6,69,49.0,1
1068654675,15000.0,30,2013,10,6,6,2013,9,6,4,22,6,39,24.0,1
1036239815,12500.0,33,2011,12,22,3,2011,11,19,5,22,6,39,16.0,0
1496501106,300.0,30,2012,12,23,6,2012,11,23,4,22,3,36,15.0,1
675169214,2354.38,30,2014,11,22,5,2014,10,23,3,9,10,42,28.0,0
1474942831,12000.0,37,2014,10,8,2,2014,9,1,0,22,0,96,24.0,0
1668075715,3000.0,21,2011,9,30,4,2011,9,9,4,22,10,72,18.0,1
128523698,200.0,21,2016,1,20,2,2015,12,30,2,22,6,39,17.0,0
1333136940,5000.0,30,2015,4,18,5,2015,3,19,3,22,7,130,17.0,0
1539714788,4186.2,30,2014,11,30,6,2014,10,31,4,1,12,95,54.0,0
140132637,9800.0,60,2011,12,18,6,2011,10,19,2,22,0,114,37.0,0
68442933,3500.0,30,2012,10,25,3,2012,9,25,1,22,12,95,13.0,1
406332634,10.0,30,2017,6,2,4,2017,5,3,2,22,13,138,41.0,1
1876527288,20000.0,30,2012,5,28,0,2012,4,28,5,22,14,141,44.0,1
384345268,8000.0,30,2015,2,27,4,2015,1,28,2,22,14,92,40.0,0
930595322,6000.0,30,2012,2,11,5,2012,1,12,3,22,0,10,17.0,0
5577765,150000.0,30,2015,2,19,3,2015,1,20,1,22,6,139,55.0,0
655708229,1500.0,30,2012,8,7,1,2012,7,8,6,22,0,70,35.0,1
871331585,1200.0,60,2017,9,11,0,2017,7,13,3,22,10,90,33.0,0
1106175517,20000.0,60,2016,2,3,2,2015,12,5,5,22,7,51,41.0,0
259639878,12000.0,30,2017,9,2,5,2017,8,3,3,22,13,8,31.0,0
50971385,5796.85,45,2016,5,6,4,2016,3,22,1,9,13,131,14.0,0
341582388,500.0,30,2010,11,11,3,2010,10,12,1,22,12,95,35.0,0
1860652099,58888.0,45,2014,6,30,0,2014,5,16,4,22,13,35,55.0,1
1865766720,45000.0,45,2015,8,28,4,2015,7,14,1,22,4,113,42.0,0
1753067090,470.0,30,2015,4,23,3,2015,3,24,1,22,13,151,24.0,0
1464413429,40000.0,35,2013,12,10,1,2013,11,5,1,22,8,148,54.0,1
1783153145,6000.0,25,2012,2,27,0,2012,2,2,3,22,11,104,8.0,1
927066081,500.0,26,2012,4,16,0,2012,3,21,2,22,12,54,59.0,0
1522001746,19500.0,30,2014,1,18,5,2013,12,19,3,22,8,136,25.0,0
1225017235,1455.29,26,2016,1,30,5,2016,1,4,0,9,6,129,21.0,1
270519705,30000.0,30,2015,3,15,6,2015,2,13,4,22,13,131,48.0,0
1156853531,7500.0,25,2017,5,31,2,2017,5,6,5,22,13,138,15.0,0
2055688894,8000.0,60,2010,11,14,6,2010,9,15,2,22,10,90,32.0,1
1239323704,14557.39,60,2015,6,9,1,2015,4,10,4,9,9,77,57.0,0
1223751153,15000.0,37,2013,3,10,6,2013,2,1,4,22,12,100,18.0,0
1546072805,80372.57,45,2015,11,15,6,2015,10,1,3,3,6,93,12.0,0
729131234,2550.0,19,2013,2,21,3,2013,2,2,5,22,10,125,31.0,1
2093259016,660.62,14,2016,8,20,5,2016,8,6,5,9,8,136,27.0,1
1452552699,19700.0,32,2015,8,30,6,2015,7,29,2,22,5,7,16.0,0
2128986248,20000.0,30,2017,4,22,5,2017,3,23,3,22,6,39,16.0,0
1931742847,30.0,2,2015,7,22,2,2015,7,20,0,22,12,54,7.0,0
2138231232,5000.0,45,2015,4,15,2,2015,3,1,6,22,3,99,58.0,0
2008960211,1659.48,30,2014,3,14,4,2014,2,12,2,9,6,93,57.0,1
258765172,5000.0,8,2016,4,19,1,2016,4,11,0,22,8,136,16.0,1
1052230096,10800.0,90,2011,1,28,4,2010,10,30,5,22,6,129,45.0,0
151192525,25566.73,30,2014,11,23,6,2014,10,24,4,1,8,88,4.0,0
2064224291,15000.0,40,2011,8,23,1,2011,7,14,3,22,6,39,37.0,0
1874553381,5000.0,30,2015,9,2,2,2015,8,3,0,22,2,32,23.0,0
1461396163,6936.1,30,2015,5,7,3,2015,4,7,1,9,8,106,30.0,1
1674021438,7377.0,30,2012,2,1,2,2012,1,2,0,22,0,87,26.0,0
839167176,7000.0,25,2017,10,22,6,2017,9,27,2,22,12,11,59.0,1
769700217,6000.0,24,2013,3,16,5,2013,2,20,2,22,6,93,19.0,1
1929852462,25000.0,28,2012,5,1,1,2012,4,3,1,22,12,19,59.0,1
1648561220,3200.0,30,2014,2,1,5,2014,1,2,3,22,8,136,55.0,1
191805970,100000.0,30,2017,6,1,3,2017,5,2,1,22,13,57,15.0,0
368626310,301.13,49,2017,12,30,5,2017,11,11,5,12,8,62,38.0,1
208443753,300.0,30,2015,4,9,3,2015,3,10,1,22,2,32,60.0,1
1967957071,10000.0,30,2012,2,3,4,2012,1,4,2,22,0,87,34.0,0
126625189,249.5,30,2014,3,23,6,2014,2,21,4,9,5,52,43.0,0
1926998739,500.0,30,2013,8,29,3,2013,7,30,1,22,12,19,58.0,0
726150551,15000.0,30,2015,11,28,5,2015,10,29,3,22,12,115,56.0,0
1245828945,2000.0,40,2012,9,25,1,2012,8,16,3,22,5,52,55.0,0
2123178005,3243.51,60,2017,7,12,2,2017,5,13,5,9,14,141,28.0,1
1379490626,750.0,46,2016,10,17,0,2016,9,1,3,22,1,25,13.0,1
288955382,6500.0,30,2017,6,18,6,2017,5,19,4,22,14,71,44.0,1
1842569044,20000.0,45,2011,9,30,4,2011,8,16,1,22,6,55,33.0,0
156766842,2000.0,30,2013,11,24,6,2013,10,25,4,22,5,52,57.0,1
1471575690,250.0,78,2010,5,30,6,2010,3,13,5,22,10,125,38.0,0
1658137189,2000.0,9,2012,8,11,5,2012,8,2,3,22,6,129,9.0,0
719671926,4300.0,60,2016,6,27,0,2016,4,28,3,22,12,95,60.0,0
936980965,5000.0,24,2012,5,19,5,2012,4,25,2,22,14,141,60.0,0
1954613028,10000.0,31,2012,7,22,6,2012,6,21,3,22,4,113,46.0,1
1444059789,5000.0,35,2012,11,21,2,2012,10,17,2,22,6,129,40.0,1
1098625437,100.0,21,2014,7,31,3,2014,7,10,3,22,10,42,16.0,1
787179958,6000.0,30,2013,12,21,5,2013,11,21,3,22,10,90,46.0,0
923166899,50000.0,45,2017,6,2,4,2017,4,18,1,22,4,113,52.0,1
972422385,2230.0,30,2011,11,4,4,2011,10,5,2,22,10,109,28.0,1
355545671,7000.0,30,2016,2,11,3,2016,1,12,1,22,6,69,43.0,0
1971387889,16500.0,30,2013,12,4,2,2013,11,4,0,22,4,113,23.0,0
435620863,5500.0,30,2012,6,29,4,2012,5,30,2,22,12,54,53.0,1
310648074,1000.0,30,2012,4,9,0,2012,3,10,5,22,13,67,60.0,1
1826598847,25000.0,30,2013,10,30,2,2013,9,30,0,22,6,55,30.0,0
64896339,333.0,33,2011,6,9,3,2011,5,7,5,22,1,26,50.0,1
1941848276,5500.0,26,2017,5,1,0,2017,4,5,2,22,14,92,27.0,1
1567429305,1500.0,31,2011,10,12,2,2011,9,11,6,22,10,90,52.0,1
15737108,1500.0,15,2014,2,10,0,2014,1,26,6,22,0,98,13.0,0
595289999,5000.0,18,2011,12,25,6,2011,12,7,2,22,6,129,43.0,0
1582050664,7000.0,30,2016,11,22,1,2016,10,23,6,22,12,108,34.0,0
676391762,25000.0,30,2014,8,20,2,2014,7,21,0,22,10,109,16.0,0
201099398,50000.0,33,2012,1,23,0,2011,12,21,2,22,5,52,55.0,0
1919154683,29824.04,30,2015,12,12,5,2015,11,12,3,9,7,58,15.0,0
573891352,2000.0,30,2014,8,12,1,2014,7,13,6,22,9,77,31.0,0
396024968,22500.0,20,2017,5,1,0,2017,4,11,1,22,12,1,32.0,0
789271739,2500.0,14,2012,9,6,3,2012,8,23,3,22,6,129,9.0,1
419476179,500.0,18,2016,10,3,0,2016,9,15,3,22,0,10,30.0,1
490418403,30000.0,45,2017,1,2,0,2016,11,18,4,22,11,97,57.0,0
137690937,729.93,14,2017,10,24,1,2017,10,10,1,21,13,131,48.0,0
1234371931,7500.0,30,2012,7,14,5,2012,6,14,3,22,14,141,60.0,0
1646479415,15000.0,32,2014,7,19,5,2014,6,17,1,22,10,156,58.0,1
1121175982,3722.18,10,2016,11,3,3,2016,10,24,0,3,13,131,55.0,0
1627969913,14000.0,32,2016,12,19,0,2016,11,17,3,22,4,113,58.0,1
742432628,782.34,30,2015,9,17,3,2015,8,18,1,9,10,90,29.0,0
944395622,3000.0,30,2017,3,3,4,2017,2,1,2,22,14,107,37.0,0
942761794,2291.84,30,2016,9,11,6,2016,8,12,4,3,6,153,19.0,1
1367948572,20000.0,30,2011,7,3,6,2011,6,3,4,22,2,32,59.0,0
954310887,4250.0,34,2017,1,29,6,2016,12,26,0,22,4,113,60.0,1
1876896117,7500.0,30,2013,3,3,6,2013,2,1,4,22,7,58,19.0,0
285848949,35000.0,40,2013,11,24,6,2013,10,15,1,22,6,153,28.0,0
805437616,7400.0,30,2014,8,21,3,2014,7,22,1,22,12,95,56.0,0
512910935,2800.0,27,2014,7,22,1,2014,6,25,2,22,14,141,50.0,1
962664732,1500.0,30,2012,5,23,2,2012,4,23,0,22,10,72,22.0,0
1635906613,600.0,20,2017,2,6,0,2017,1,17,1,22,8,136,57.0,1
513349059,25000.0,30,2013,9,7,5,2013,8,8,3,22,4,113,17.0,0
708242551,936.58,40,2017,1,30,0,2016,12,21,2,9,8,148,17.0,0
1341625521,6058.23,30,2016,5,14,5,2016,4,14,3,8,2,32,60.0,0
100343348,3000.0,30,2011,6,18,5,2011,5,19,3,22,12,19,21.0,1
919867987,2600.0,23,2014,12,22,0,2014,11,29,5,22,12,95,41.0,1
1863039702,20000.0,60,2017,8,21,0,2017,6,22,3,22,7,59,50.0,0
563222232,3000.0,30,2017,3,10,4,2017,2,8,2,22,10,24,56.0,1
2134760653,5000.0,30,2013,10,18,4,2013,9,18,2,22,8,62,18.0,0
2115754057,105000.0,46,2014,10,25,5,2014,9,9,1,22,13,124,59.0,0
