ID,usd_goal_real,diff_days,deadline_year,deadline_month,deadline_day,deadline_weekday,launched_year,launched_month,launched_day,launched_weekday,country_recoded,main_category_recoded,subcategory_recoded,recoded_target
1428418533,5000.0,30,2015,6,22,0,2015,5,23,5,22,4,37,0
656258532,12700.0,31,2014,4,14,0,2014,3,14,4,22,6,93,1
1465467824,50000.0,60,2014,3,14,4,2014,1,13,0,22,5,52,0
1332716617,2656.57,45,2016,6,30,3,2016,5,16,0,9,6,153,1
902161713,500.0,60,2015,12,23,2,2015,10,24,5,22,1,152,0
1340199006,6566.08,26,2015,4,10,4,2015,3,15,6,9,6,139,0
1683555863,10000.0,30,2016,6,1,2,2016,5,2,0,22,10,90,1
1429044102,22500.0,30,2014,3,2,6,2014,1,31,4,22,7,58,0
1694068292,600.0,45,2014,10,3,4,2014,8,19,1,22,10,86,1
572613404,22000.0,45,2013,8,24,5,2013,7,10,2,22,7,58,0
1488170408,10600.0,30,2016,9,1,3,2016,8,2,1,22,7,134,0
658071957,15000.0,30,2015,3,21,5,2015,2,19,3,22,10,90,0
1612931232,1370.0,10,2017,1,9,0,2016,12,30,4,22,12,115,0
2109247581,12143.39,30,2013,10,12,5,2013,9,12,3,9,6,93,1
387652991,341.01,60,2013,4,8,0,2013,2,7,3,9,10,68,0
1066974391,12500.0,30,2015,3,5,3,2015,2,3,1,22,4,65,0
1253922909,6500.0,30,2014,4,11,4,2014,3,12,2,22,8,62,0
2017238107,350000.0,31,2014,2,27,3,2014,1,27,0,22,4,37,0
855734015,2500.0,28,2013,9,18,2,2013,8,21,2,22,7,58,1
1378985417,10000.0,30,2016,9,16,4,2016,8,17,2,22,13,61,0
192331033,1000.0,30,2016,12,4,6,2016,11,4,4,22,10,68,0
1864015818,3000.0,28,2015,3,6,4,2015,2,6,4,22,10,47,1
1236243574,7000.0,21,2013,10,23,2,2013,10,2,2,22,8,136,1
772508089,1500.0,45,2012,8,25,5,2012,7,11,2,22,10,125,1
1817460650,1700.0,30,2013,3,3,6,2013,2,1,4,22,0,70,1
1116074268,500.0,32,2013,11,3,6,2013,10,2,2,22,10,72,1
470310590,850.0,45,2012,2,19,6,2012,1,5,3,22,10,72,1
58839019,5001.0,60,2013,8,27,1,2013,6,28,4,22,8,62,0
1910132525,1500.0,30,2011,10,2,6,2011,9,2,4,22,10,72,0
1571351069,3000.0,30,2016,10,19,2,2016,9,19,0,22,4,113,0
735532028,1555.0,37,2016,10,2,6,2016,8,26,4,22,10,125,1
47179661,1000000.0,59,2012,10,12,4,2012,8,14,1,22,10,156,0
1565334528,15000.0,32,2013,6,25,1,2013,5,24,4,22,5,52,0
845956693,1000.0,30,2012,3,11,6,2012,2,10,4,22,10,125,1
279081550,1877.61,30,2015,9,12,5,2015,8,13,3,9,10,14,1
835067006,10.0,5,2014,7,14,0,2014,7,9,2,22,8,62,0
703007332,36467.51,30,2017,3,9,3,2017,2,7,1,9,10,109,0
1147541122,3000.0,30,2010,6,8,1,2010,5,9,6,22,10,68,0
599804756,35000.0,30,2013,7,17,2,2013,6,17,0,22,6,153,0
1680225120,8000.0,21,2014,7,28,0,2014,7,7,0,22,4,113,1
1952819675,3500.0,30,2013,7,16,1,2013,6,16,6,22,12,95,0
1890963487,500.0,30,2014,11,22,5,2014,10,23,3,22,5,2,0
957688012,3000.0,31,2015,5,26,1,2015,4,25,5,22,5,7,1
290660279,20000.0,33,2013,11,9,5,2013,10,7,0,22,11,104,1
1054300631,5000.0,27,2017,10,31,1,2017,10,4,2,22,8,136,1
2058398325,5300.0,36,2013,4,20,5,2013,3,15,4,22,7,58,1
1261431381,6000.0,31,2011,9,30,4,2011,8,30,1,22,6,39,1
517108540,9029.72,29,2013,12,31,1,2013,12,2,0,9,8,136,0
1805772566,3500.0,30,2011,3,26,5,2011,2,24,3,22,4,65,1
811746485,10583.69,45,2017,5,9,1,2017,3,25,5,15,12,19,0
1091801744,1222.39,30,2015,6,19,4,2015,5,20,2,3,13,138,1
849095938,2000.0,30,2014,12,1,0,2014,11,1,5,22,13,138,0
980893482,4200.0,30,2012,5,18,4,2012,4,18,2,22,12,54,1
758891948,2139.61,35,2017,4,16,6,2017,3,12,6,5,11,103,0
470971713,400.0,11,2016,5,15,6,2016,5,4,2,22,10,90,1
156591090,22000.0,30,2012,8,16,3,2012,7,17,1,22,12,19,0
1238700314,80597.06,30,2014,10,16,3,2014,9,16,1,9,13,149,0
1592836827,8000.0,30,2017,10,6,4,2017,9,6,2,22,12,115,0
1312788458,25000.0,30,2017,8,3,3,2017,7,4,1,22,2,34,0
1150051605,10000.0,45,2015,10,23,4,2015,9,8,1,22,4,37,0
1983924649,20000.0,30,2014,5,31,5,2014,5,1,3,22,4,113,0
2026396846,5000.0,30,2014,2,20,3,2014,1,21,1,22,5,52,0
1484056770,1500.0,32,2011,4,25,0,2011,3,24,3,22,11,104,1
1682875683,10000.0,30,2017,9,14,3,2017,8,15,1,22,10,30,0
1180599162,2500.0,30,2014,8,8,4,2014,7,9,2,22,7,58,0
1206778789,2500.0,30,2012,1,4,2,2011,12,5,0,22,5,52,0
1689371036,5000.0,30,2011,8,25,3,2011,7,26,1,22,6,129,1
148045621,736.67,30,2017,1,16,0,2016,12,17,5,9,6,142,0
985669932,15000.0,30,2016,4,18,0,2016,3,19,5,22,4,113,1
667847756,16671.3,35,2017,8,8,1,2017,7,4,1,15,6,40,1
1134853988,8000.0,30,2014,8,15,4,2014,7,16,2,22,13,149,0
1747107922,8752.34,30,2015,5,6,2,2015,4,6,0,17,13,151,0
744932124,6000.0,30,2016,5,31,1,2016,5,1,6,22,12,19,1
1775705534,3200.0,57,2013,5,31,4,2013,4,4,3,22,0,87,0
456624042,643.35,29,2015,1,31,5,2015,1,2,4,9,10,90,0
203574282,6950.0,26,2017,8,1,1,2017,7,6,3,22,4,65,1
901433435,2500.0,30,2014,8,13,2,2014,7,14,0,22,7,29,0
1785639111,5000.0,29,2016,11,1,1,2016,10,3,0,22,7,58,0
1944624855,1500.0,30,2017,3,14,1,2017,2,12,6,22,7,130,0
23820640,11074.2,30,2017,10,29,6,2017,9,29,4,7,8,136,1
1824371808,2982.0,60,2015,12,20,6,2015,10,21,2,9,11,97,0
915330788,3761.17,30,2014,6,28,5,2014,5,29,3,3,1,25,0
453264393,6000.0,30,2015,12,18,4,2015,11,18,2,22,13,124,0
1629428250,4000.0,30,2014,8,7,3,2014,7,8,1,22,12,95,0
582793735,80000.0,33,2015,11,17,1,2015,10,15,3,22,6,69,0
1591922698,10000.0,15,2013,12,9,0,2013,11,24,6,22,13,138,0
1432456650,6391.51,30,2013,10,8,1,2013,9,8,6,9,6,129,1
1301571891,1000.0,45,2015,12,13,6,2015,10,29,3,22,13,67,1
191816164,3364.32,30,2014,12,19,4,2014,11,19,2,9,12,54,0
791036409,5000.0,30,2017,9,13,2,2017,8,14,0,22,6,24,1
618298097,1500.0,29,2017,9,30,5,2017,9,1,4,22,12,108,1
388350931,4528.81,42,2017,5,4,3,2017,3,23,3,9,8,136,1
2061340457,5000.0,21,2012,11,14,2,2012,10,24,2,22,12,95,1
870832039,15000.0,30,2013,7,7,6,2013,6,7,4,22,10,30,0
271176506,50000.0,30,2015,5,27,2,2015,4,27,0,22,4,113,0
76175667,8500.0,30,2015,8,26,2,2015,7,27,0,22,4,37,0
111004584,100000.0,25,2014,9,13,5,2014,8,19,1,22,6,39,0
912133220,1000.0,30,2015,4,5,6,2015,3,6,4,22,4,74,0
1348443825,15000.0,46,2016,10,29,5,2016,9,13,1,22,4,113,1
235452254,10000.0,60,2014,10,3,4,2014,8,4,0,22,12,54,0
146339904,1500.0,46,2012,6,24,6,2012,5,9,2,22,10,72,1
1448807442,5000.0,60,2014,11,2,6,2014,9,3,2,22,4,113,0
460121335,3000.0,30,2015,5,23,5,2015,4,23,3,22,6,40,1
1470892004,8000.0,27,2016,3,21,0,2016,2,23,1,22,8,136,1
307747053,25000.0,60,2016,10,30,6,2016,8,31,2,22,6,48,0
429969531,4000.0,26,2012,2,19,6,2012,1,24,1,22,14,141,1
1966496579,77.57,15,2017,10,26,3,2017,10,11,2,3,2,33,1
326563484,45000.0,45,2014,1,9,3,2013,11,25,0,22,9,77,0
254505753,38607.65,60,2015,10,12,0,2015,8,13,3,9,13,138,0
1192538948,400.0,10,2012,5,31,3,2012,5,21,0,22,0,70,0
1903707202,30000.0,30,2016,8,21,6,2016,7,22,4,22,10,109,1
2089137979,5000.0,60,2012,1,8,6,2011,11,9,2,22,9,77,0
2147300055,3000.0,45,2013,5,3,4,2013,3,19,1,22,0,114,0
333429565,16500.0,30,2014,9,4,3,2014,8,5,1,22,7,58,0
1523169218,3500.0,55,2013,10,6,6,2013,8,12,0,22,0,114,1
892083735,20000.0,60,2014,4,30,2,2014,3,1,5,22,3,36,0
418075853,8095.59,25,2013,10,18,4,2013,9,23,0,9,1,26,1
1948515966,8000.0,30,2012,10,6,5,2012,9,6,3,22,5,52,0
466598351,50000.0,29,2016,10,17,0,2016,9,18,6,22,10,68,0
1853031680,29999.0,30,2012,11,21,2,2012,10,22,0,22,13,131,1
1811328040,4172.51,30,2014,8,14,3,2014,7,15,1,9,8,88,0
1625103310,20000.0,31,2016,4,21,3,2016,3,21,0,22,12,95,0
868179925,5000.0,21,2014,1,31,4,2014,1,10,4,22,12,115,0
1621397034,38281.91,60,2015,6,23,1,2015,4,24,4,1,13,8,0
1934128363,1426.33,37,2017,3,16,3,2017,2,7,1,21,5,52,1
1352109636,150000.0,30,2015,9,25,4,2015,8,26,2,22,4,9,0
139183371,5000.0,13,2017,10,10,1,2017,9,27,2,22,13,8,0
2066965100,5000.0,41,2015,9,1,1,2015,7,22,2,22,12,54,0
1113630187,27164.54,31,2014,12,13,5,2014,11,12,2,3,13,151,1
