ID,usd_goal_real,diff_days,deadline_year,deadline_month,deadline_day,deadline_weekday,launched_year,launched_month,launched_day,launched_weekday,country_recoded,main_category_recoded,subcategory_recoded,recoded_target
642579508,20000.0,30,2016,10,28,4,2016,9,28,2,22,8,136,1
847232066,30000.0,30,2016,3,9,2,2016,2,8,0,22,5,7,0
973987323,5000.0,50,2012,3,23,4,2012,2,2,3,22,6,39,1
1333564306,50000.0,16,2017,9,1,4,2017,8,16,2,22,7,123,0
657308078,40000.0,31,2015,4,19,6,2015,3,19,3,22,13,8,0
237519528,3400.0,32,2012,5,1,1,2012,3,30,4,22,6,39,1
1539563439,1126.8,30,2015,8,22,5,2015,7,23,3,7,8,148,0
1703581195,32719.94,30,2016,8,13,5,2016,7,14,3,9,8,106,0
1052347618,7000.0,43,2011,5,24,1,2011,4,11,0,22,10,90,1
1183252275,75000.0,40,2011,3,15,1,2011,2,3,3,22,10,75,0
730329406,2000.0,30,2016,3,1,1,2016,1,31,6,22,8,136,0
1317150302,1500.0,39,2012,3,12,0,2012,2,2,3,22,10,68,0
1850840677,2500.0,30,2014,8,15,4,2014,7,16,2,22,2,112,0
812885974,11300.0,26,2015,6,6,5,2015,5,11,0,22,9,151,0
1424145718,10317.52,30,2016,10,23,6,2016,9,23,4,10,13,138,0
2010865398,12000.0,29,2017,4,30,6,2017,4,1,5,22,7,123,0
1123304933,8059.71,30,2014,10,13,0,2014,9,13,5,9,13,151,0
112667461,7763.47,31,2017,4,28,4,2017,3,28,1,9,6,129,1
902188741,2000.0,20,2017,1,23,0,2017,1,3,1,22,0,70,1
726250361,10000.0,60,2017,2,19,6,2016,12,21,2,22,10,116,1
1171329453,3633.0,24,2014,8,30,5,2014,8,6,2,22,9,111,0
1874271040,5000.0,30,2012,11,3,5,2012,10,4,3,22,4,113,0
809722823,3000.0,30,2012,9,12,2,2012,8,13,0,22,11,104,0
802537816,2000.0,30,2014,6,19,3,2014,5,20,1,22,4,37,1
64098292,2500.0,30,2015,8,23,6,2015,7,24,4,22,9,77,0
607389454,784.13,29,2018,1,1,0,2017,12,3,6,1,14,53,1
1685197767,1500.0,27,2011,4,1,4,2011,3,5,5,22,8,62,1
428923795,62539.09,40,2015,8,9,6,2015,6,30,1,9,8,117,0
1474969314,4000.0,60,2013,7,9,1,2013,5,10,4,22,3,36,1
1988869816,6000.0,30,2012,10,10,2,2012,9,10,0,22,12,95,1
559775016,7500.0,35,2014,2,17,0,2014,1,13,0,22,12,54,0
1234610092,77880.41,14,2013,6,7,4,2013,5,24,4,9,12,54,0
417493010,1000.0,60,2013,7,27,5,2013,5,28,1,22,6,129,0
13981735,500.0,30,2014,8,9,5,2014,7,10,3,22,12,95,0
1279666344,1293.95,30,2017,5,4,3,2017,4,4,1,9,5,52,0
983874477,200000.0,30,2016,8,11,3,2016,7,12,1,22,8,148,0
755773347,12274.0,33,2015,7,24,4,2015,6,21,6,22,6,39,0
274800426,8000.0,25,2011,12,29,3,2011,12,4,6,22,12,115,0
3235031,12500.0,31,2015,10,18,6,2015,9,17,3,22,12,158,0
1455367794,950.0,51,2017,6,28,2,2017,5,8,0,22,3,99,0
578737143,4003.49,30,2017,5,12,4,2017,4,12,2,3,6,139,0
1845707024,32000.0,32,2011,2,16,2,2011,1,15,5,22,6,93,0
1845665866,5000.0,40,2014,7,1,1,2014,5,22,3,22,10,116,1
158056047,33.61,30,2014,8,8,4,2014,7,9,2,9,7,130,0
2144283718,3102.47,17,2014,3,2,6,2014,2,13,3,9,8,148,0
1224442885,5000.0,14,2015,3,22,6,2015,3,8,6,22,9,151,0
355852628,2500.0,13,2012,6,25,0,2012,6,12,1,22,11,104,0
2092062390,5000.0,20,2014,7,12,5,2014,6,22,6,22,13,132,1
362288685,300.0,20,2017,11,19,6,2017,10,30,0,22,8,136,1
235749676,57000.0,30,2014,9,17,2,2014,8,18,0,22,12,115,0
2052737851,20000.0,40,2012,12,11,1,2012,11,1,3,22,6,39,1
1883362084,2500.0,30,2017,3,2,3,2017,1,31,1,22,2,32,0
942231916,4595.59,36,2017,2,1,2,2016,12,27,1,3,7,44,0
156144532,1500.0,30,2017,10,12,3,2017,9,12,1,22,2,34,0
1689560436,2500.0,30,2017,2,11,5,2017,1,12,3,22,2,64,0
1450021362,3661.88,50,2016,5,24,1,2016,4,4,0,9,13,151,0
2121445570,5000.0,41,2012,5,21,0,2012,4,10,1,22,0,114,1
2062852116,42054.76,30,2015,7,25,5,2015,6,25,3,9,5,52,0
1836188546,5000.0,60,2012,1,3,1,2011,11,4,4,22,3,36,1
53469928,4626.92,5,2015,9,8,1,2015,9,3,3,9,9,146,1
1370604629,7000.0,32,2017,6,19,0,2017,5,18,3,22,14,92,1
1688538087,1500.0,61,2011,4,4,0,2011,2,2,2,22,6,129,1
12686368,4500.0,30,2016,12,15,3,2016,11,15,1,22,8,136,0
640393950,845.66,30,2015,2,15,6,2015,1,16,4,9,6,24,1
916860289,12000.0,46,2010,8,1,6,2010,6,16,2,22,2,32,0
1309258527,2380.0,36,2015,1,19,0,2014,12,14,6,22,8,62,1
73049915,3500.0,30,2014,10,3,4,2014,9,3,2,22,5,7,0
1459180243,4899.0,45,2015,2,5,3,2014,12,22,0,22,5,52,0
979037902,8000.0,40,2015,4,22,2,2015,3,13,4,22,5,7,0
1868224094,500.0,30,2013,3,6,2,2013,2,4,0,22,10,72,1
199519791,2200.0,20,2016,3,14,0,2016,2,23,1,22,6,40,1
1489466771,500.0,10,2017,12,6,2,2017,11,26,6,22,10,68,0
2065342395,3100.0,30,2013,7,3,2,2013,6,3,0,22,12,95,0
1315187810,10000.0,46,2014,5,13,1,2014,3,28,4,22,10,30,1
2121406048,2494.12,45,2013,6,30,6,2013,5,16,3,9,6,39,0
478250582,2308.69,25,2015,8,23,6,2015,7,29,2,9,13,67,0
695001146,400.0,20,2015,4,12,6,2015,3,23,0,22,6,55,0
878808663,50000.0,31,2012,9,13,3,2012,8,13,0,22,4,113,1
973233437,2500.0,30,2012,4,11,2,2012,3,12,0,22,12,11,1
940115585,1500.0,30,2017,5,1,0,2017,4,1,5,22,8,106,0
170342537,15000.0,30,2013,8,8,3,2013,7,9,1,22,12,11,1
642505458,12000.0,30,2015,7,12,6,2015,6,12,4,22,6,55,1
1850782145,5500.0,30,2013,4,20,5,2013,3,21,3,22,5,52,1
1005080604,1600.0,32,2013,11,1,4,2013,9,30,0,22,6,129,1
168635913,10000.0,30,2014,8,31,6,2014,8,1,4,22,5,2,0
1711504969,8000.0,30,2011,5,31,1,2011,5,1,6,22,10,125,1
1357155322,10000.0,30,2017,12,22,4,2017,11,22,2,22,14,45,1
1895532380,10000.0,40,2017,4,5,2,2017,2,24,4,22,12,54,0
970257583,21000.0,30,2015,10,28,2,2015,9,28,0,22,13,151,0
343361034,1000.0,30,2012,5,24,3,2012,4,24,1,22,10,156,1
1501345221,19406.92,30,2016,5,7,5,2016,4,7,3,3,2,32,0
672056152,2400.0,30,2012,4,7,5,2012,3,8,3,22,13,132,1
782862194,6000.0,30,2014,2,22,5,2014,1,23,3,22,10,68,1
593978901,20000.0,32,2016,2,28,6,2016,1,27,2,22,4,113,1
438697977,1500.0,30,2016,2,28,6,2016,1,29,4,22,10,116,1
1019635283,1700.0,30,2013,3,31,6,2013,3,1,4,22,6,93,0
1927963284,6000.0,30,2017,8,31,3,2017,8,1,1,22,6,53,0
302670590,100000.0,30,2011,11,8,1,2011,10,9,6,22,6,5,0
365956324,1500.0,30,2016,12,29,3,2016,11,29,1,22,13,61,0
1926142255,10000.0,30,2017,6,15,3,2017,5,16,1,22,13,0,1
511872569,4000.0,30,2011,3,22,1,2011,2,20,6,22,6,129,0
1502082494,1850.0,30,2015,5,7,3,2015,4,7,1,22,0,87,1
931333995,10000.0,60,2015,11,21,5,2015,9,22,1,22,11,104,0
1757975511,55000.0,30,2017,9,29,4,2017,8,30,2,22,14,92,0
1996837388,2500.0,58,2010,9,26,6,2010,7,30,4,22,4,65,1
696679567,30000.0,22,2012,6,13,2,2012,5,22,1,22,6,39,0
2144723026,25000.0,48,2013,7,1,0,2013,5,14,1,22,4,113,0
969749446,1400.0,30,2015,11,26,3,2015,10,27,1,22,12,19,1
591922629,500.0,15,2015,8,21,4,2015,8,6,3,22,1,25,1
1439376556,100.0,25,2011,3,6,6,2011,2,9,2,22,10,42,1
1869739689,100000.0,30,2015,7,23,3,2015,6,23,1,22,4,113,0
1735947696,40000.0,85,2010,6,2,2,2010,3,9,1,22,4,113,0
1073535790,9863.51,24,2016,10,2,6,2016,9,8,3,9,6,39,1
1930659107,200000.0,32,2010,3,16,1,2010,2,12,4,22,6,55,0
1960224333,10000.0,31,2015,8,8,5,2015,7,8,2,22,13,67,1
622688036,41000.0,30,2017,6,11,6,2017,5,12,4,22,4,113,0
159228701,10000.0,45,2015,6,27,5,2015,5,13,2,22,0,87,0
830216811,40000.0,45,2016,3,21,0,2016,2,5,4,22,4,22,0
881669560,6200.0,30,2012,9,6,3,2012,8,7,1,22,4,113,0
1397245182,14500.0,31,2017,9,12,1,2017,8,12,5,22,0,114,1
1618428448,8000.0,30,2013,10,3,3,2013,9,3,1,22,10,90,0
178337520,19800.0,23,2014,4,21,0,2014,3,29,5,22,4,113,1
393566299,9000.0,30,2016,1,27,2,2015,12,28,0,22,6,39,0
1375080766,64247.53,50,2017,5,19,4,2017,3,30,3,10,13,131,0
1311632231,75000.0,60,2017,6,9,4,2017,4,10,0,22,4,113,0
2125584914,15000.0,30,2012,11,11,6,2012,10,12,4,22,0,98,0
1208511862,7993.61,28,2018,1,1,0,2017,12,4,0,3,5,101,1
1131068333,750.0,9,2011,11,10,3,2011,11,1,1,22,0,98,0
771768451,1500.0,45,2015,6,19,4,2015,5,5,1,22,6,91,0
1796024240,1225.0,30,2017,9,11,0,2017,8,12,5,22,5,7,1
1619777044,15000.0,21,2017,10,11,2,2017,9,20,2,22,8,136,1
824260104,10000.0,32,2015,6,20,5,2015,5,19,1,22,14,45,1
1020881883,60500.0,45,2015,10,23,4,2015,9,8,1,22,7,58,1
715788503,16.3,30,2014,9,1,0,2014,8,2,5,9,7,58,1
2050843043,60000.0,30,2015,3,26,3,2015,2,24,1,22,7,58,0
1597914195,1000.0,30,2017,12,10,6,2017,11,10,4,22,6,40,1
876006458,10000.0,60,2014,12,11,3,2014,10,12,6,22,10,75,0
1917183364,1.0,60,2012,6,18,0,2012,4,19,3,22,6,55,1
1219323534,100000.0,60,2015,9,26,5,2015,7,28,1,22,13,131,0
1743139692,148031.92,30,2015,4,2,3,2015,3,3,1,9,13,124,0
984342109,10000.0,39,2011,11,29,1,2011,10,21,4,22,4,37,0
277729657,500.0,26,2016,9,6,1,2016,8,11,3,22,6,69,1
1187078381,60000.0,30,2016,3,8,1,2016,2,7,6,22,4,9,0
1504868591,1000.0,30,2016,7,27,2,2016,6,27,0,22,0,70,0
368057702,2000.0,42,2012,1,1,6,2011,11,20,6,22,6,129,0
643460663,3500.0,50,2013,1,25,4,2012,12,6,3,22,10,72,0
1494671547,5977.29,30,2017,4,28,4,2017,3,29,2,1,12,95,1
1223776664,750.0,30,2011,11,27,6,2011,10,28,4,22,3,36,1
1088929996,7500.0,30,2010,12,14,1,2010,11,14,6,22,10,72,0
484447248,1500.0,32,2014,9,8,0,2014,8,7,3,22,13,67,0
538143557,10000.0,30,2017,10,19,3,2017,9,19,1,22,12,19,0
775914779,3500.0,21,2011,10,12,2,2011,9,21,2,22,11,104,1
351287870,130.0,30,2014,10,24,4,2014,9,24,2,22,0,38,1
528145466,7500.0,32,2011,4,3,6,2011,3,2,2,22,10,90,1
1626169332,2000.0,60,2014,12,16,1,2014,10,17,4,22,13,151,0
383613384,10000.0,30,2015,11,26,3,2015,10,27,1,22,10,23,0
557587861,25686.27,30,2016,5,27,4,2016,4,27,2,5,6,55,1
2011208052,6000.0,30,2014,9,4,3,2014,8,5,1,22,14,45,1
153509919,500.0,30,2011,11,25,4,2011,10,26,2,22,12,54,0
1787906333,8008.0,29,2012,10,30,1,2012,10,1,0,22,0,70,1
1173479751,30452.66,45,2017,5,11,3,2017,3,27,0,5,4,113,0
732283955,11361.0,30,2013,3,6,2,2013,2,4,0,22,10,68,0
2000621869,10000.0,36,2012,8,4,5,2012,6,29,4,22,6,55,0
500207843,30000.0,31,2011,4,19,1,2011,3,19,5,22,6,39,0
607358098,10000.0,30,2014,12,3,2,2014,11,3,0,22,4,113,0
1506176558,15000.0,30,2014,5,30,4,2014,4,30,2,22,7,51,0
595091009,54500.0,30,2012,9,18,1,2012,8,19,6,22,10,75,0
1842430195,4321.0,20,2013,7,31,2,2013,7,11,3,22,0,114,0
2098535160,850.0,30,2014,8,9,5,2014,7,10,3,22,0,114,1
14659819,2500.0,30,2012,3,27,1,2012,2,26,6,22,0,98,0
1027934952,3300000.0,7,2016,7,27,2,2016,7,20,2,22,13,61,0
555106692,18000.0,29,2014,3,14,4,2014,2,13,3,22,8,136,0
1256505504,2000.0,30,2012,5,11,4,2012,4,11,2,22,10,30,1
160047900,50000.0,30,2014,11,2,6,2014,10,3,4,22,7,41,0
214649282,3500.0,20,2017,8,4,4,2017,7,15,5,22,0,114,1
1831134230,10000.0,40,2015,8,1,5,2015,6,22,0,22,6,39,1
1726798511,500.0,30,2017,12,31,6,2017,12,1,4,22,1,25,0
1356311553,5000.0,51,2011,4,3,6,2011,2,11,4,22,6,129,0
2141585021,1000.0,60,2014,10,6,0,2014,8,7,3,22,13,151,0
556873955,5097.0,30,2016,5,20,4,2016,4,20,2,22,3,155,0
1341156453,1500.0,30,2016,10,15,5,2016,9,15,3,22,4,113,1
292787452,2000.0,30,2017,3,19,6,2017,2,17,4,22,10,14,0
1252396668,2293.75,31,2017,2,14,1,2017,1,14,5,3,12,19,0
1689309521,15000.0,60,2012,1,19,3,2011,11,20,6,22,10,72,0
205447788,3000.0,60,2016,2,15,0,2015,12,17,3,22,10,125,0
1176218756,10000.0,24,2017,3,24,4,2017,2,28,1,22,8,136,1
617532561,25000.0,30,2017,5,1,0,2017,4,1,5,22,6,39,1
544455967,3000.0,60,2015,3,8,6,2015,1,7,2,22,8,136,1
1104283281,185402.63,30,2017,3,16,3,2017,2,14,1,9,5,7,0
1812056929,10000.0,30,2014,5,18,6,2014,4,18,4,22,5,52,0
1166421806,10000.0,30,2015,6,18,3,2015,5,19,1,22,12,82,1
416370896,3000.0,22,2012,8,11,5,2012,7,20,4,22,10,30,0
1890715789,20000.0,60,2011,6,28,1,2011,4,29,4,22,6,93,0
1333721496,30000.0,31,2013,12,7,5,2013,11,6,2,22,8,148,1
1467849623,734.96,59,2016,12,19,0,2016,10,21,4,9,4,113,0
868112486,5000.0,31,2012,11,13,1,2012,10,13,5,22,12,19,0
974158763,27000.0,30,2013,10,27,6,2013,9,27,4,22,10,90,0
955469948,392.96,29,2017,7,12,2,2017,6,13,1,3,13,138,1
1584177393,100000.0,30,2014,10,11,5,2014,9,11,3,22,7,130,0
766809832,5000.0,30,2015,4,30,3,2015,3,31,1,22,11,105,0
874676938,50000.0,49,2015,4,13,0,2015,2,23,0,22,4,113,0
221279631,5722.5,30,2014,12,29,0,2014,11,29,5,20,5,7,1
671714195,4000.0,30,2016,8,29,0,2016,7,30,5,22,6,40,1
807254216,1500.0,60,2015,3,20,4,2015,1,19,0,22,0,10,0
1145717930,2500.0,60,2011,3,24,3,2011,1,23,6,22,12,54,0
735592656,7000.0,30,2012,11,18,6,2012,10,19,4,22,6,55,0
1817466203,5700.0,30,2017,6,1,3,2017,5,2,1,22,0,87,0
1294073402,2500.0,31,2017,4,15,5,2017,3,15,2,22,12,19,1
1269588258,25000.0,30,2013,10,4,4,2013,9,4,2,22,6,93,0
1752261760,5000.0,30,2017,1,16,0,2016,12,17,5,22,8,148,0
375155468,7000.0,60,2012,10,6,5,2012,8,7,1,22,6,129,0
525574068,2978.99,30,2017,10,26,3,2017,9,26,1,20,1,25,1
953695446,3000.0,30,2012,3,26,0,2012,2,25,5,22,10,125,0
913933496,3000.0,30,2014,7,17,3,2014,6,17,1,22,6,129,1
778849719,3011.65,30,2014,4,11,4,2014,3,12,2,9,4,113,0
666609915,4590.0,30,2017,2,3,4,2017,1,4,2,22,4,113,0
2146606043,7039.42,10,2016,10,21,4,2016,10,11,1,4,0,10,0
539662960,2500.0,40,2010,12,16,3,2010,11,6,5,22,14,141,1
41541037,10500.0,30,2010,11,17,2,2010,10,18,0,22,6,93,1
1781769349,3000.0,35,2011,2,24,3,2011,1,20,3,22,14,141,1
756362752,14700.0,45,2014,3,13,3,2014,1,27,0,22,0,98,0
1634698522,30000.0,30,2013,8,8,3,2013,7,9,1,22,6,153,0
96232589,600.0,21,2017,9,4,0,2017,8,14,0,22,0,70,1
1010207468,1.33,18,2017,11,19,6,2017,11,1,2,9,9,12,1
838810087,45000.0,55,2017,5,8,0,2017,3,14,1,22,10,90,1
27969939,18000.0,60,2012,5,13,6,2012,3,14,2,22,6,153,0
2137824482,2500.0,30,2014,12,22,0,2014,11,22,5,22,10,30,1
2034904085,55000.0,29,2015,7,24,4,2015,6,25,3,22,6,24,0
240846452,4000.0,60,2011,6,3,4,2011,4,4,0,22,0,96,1
2126038203,1355.16,60,2017,12,31,6,2017,11,1,2,9,11,97,0
842432657,55000.0,58,2015,3,11,2,2015,1,12,0,22,8,148,1
2077102689,5000.0,35,2016,4,25,0,2016,3,21,0,22,4,113,1
725265937,88685.24,30,2015,3,9,0,2015,2,7,5,9,13,8,0
200561105,4000.0,30,2012,7,1,6,2012,6,1,4,22,12,100,0
729696804,3000.0,30,2015,5,3,6,2015,4,3,4,22,12,11,0
855731001,8288.71,30,2014,8,20,2,2014,7,21,0,9,0,147,1
